SMILES,PMF
CCC(C)(C)CCC1=CC=C(C=C1)OCCO,26.05298590237728
CCC(C)(C)CCCOC1C(C(C(C(O1)CO)O)O)O,37.147735
CCC(C)(C)CCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,52.39373
CCC(C)(C)CCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,55.980832
CCCC(C)(C)CCOCCOCCOCCO,26.788854
CCCC(C)(C)CC1=CC=C(C=C1)OCCO,19.20771
CCCC(C)(C)CCOC1C(C(C(C(O1)CO)O)O)O,35.125061
CCCC(C)(C)CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,47.006721
CCCC(C)(C)CC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,55.43051705922919
CCCCCCCCOCCOCCOCCO,29.253257
CCCCCCCC1=CC=C(C=C1)OCCO,18.874375
CCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,34.617369
CCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,45.377024
CCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,58.47332637327619
CC(C)C(C)(C)CCOCCOCCOCCO,36.826085
CC(C)C(C)(C)CC1=CC=C(C=C1)OCCO,19.549081
CC(C)C(C)(C)CCOC1C(C(C(C(O1)CO)O)O)O,41.61389532251786
CC(C)C(C)(C)CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,53.526960953989395
CC(C)C(C)(C)CC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,53.449397
CCC(CC)CCCOCCOCCOCCO,31.127022
CCC(CC)CCC1=CC=C(C=C1)OCCO,24.083592
CCC(CC)CCCOC1C(C(C(C(O1)CO)O)O)O,41.354348613490764
CCC(CC)CCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,52.6218019388636
CCC(CC)CCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,60.013159
CCCC(C)CCCOCCOCCOCCO,30.680789
CCCC(C)CCC1=CC=C(C=C1)OCCO,19.448487
CCCC(C)CCCOC1C(C(C(C(O1)CO)O)O)O,39.209574588932995
CCCC(C)CCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,48.963266
CCCC(C)CCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,56.205515840420425
CCCCC(C)CCOCCOCCOCCO,28.408679
CCCCC(C)CC1=CC=C(C=C1)OCCO,23.567165
CCCCC(C)CCOC1C(C(C(C(O1)CO)O)O)O,40.91260831778943
CCCCC(C)CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,57.726196
CCCCC(C)CC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,56.762617
CC(C)CC(C)CCOCCOCCOCCO,30.33756
CC(C)CC(C)CC1=CC=C(C=C1)OCCO,27.956171
CC(C)CC(C)CCOC1C(C(C(C(O1)CO)O)O)O,37.97633816093292
CC(C)CC(C)CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,52.469535574404226
CC(C)CC(C)CC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,51.806881
CCC(C)C(C)CCOCCOCCOCCO,31.317841
CCC(C)C(C)CC1=CC=C(C=C1)OCCO,25.881792
CCC(C)C(C)CCOC1C(C(C(C(O1)CO)O)O)O,32.572618
CCC(C)C(C)CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,57.555276
CCC(C)C(C)CC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,56.993032199827155
CC(C)(C)C(C)(C)CCOCCOCCOCCO,32.32087149774486
CC(C)(C)C(C)(C)CC1=CC=C(C=C1)OCCO,33.887207
CC(C)(C)C(C)(C)CCOC1C(C(C(C(O1)CO)O)O)O,43.91674910448834
CC(C)(C)C(C)(C)CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,56.303569
CC(C)(C)C(C)(C)CC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,62.41162921608246
CCC(C)(CC)CCCOCCOCCOCCO,29.126092
CCC(C)(CC)CCC1=CC=C(C=C1)OCCO,30.141789
CCC(C)(CC)CCCOC1C(C(C(C(O1)CO)O)O)O,43.1763922217051
CCC(C)(CC)CCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,57.443441124995864
CCC(C)(CC)CCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,66.895624
CCCC(C)(C)CCCOCCOCCOCCO,35.835371
CCCC(C)(C)CCC1=CC=C(C=C1)OCCO,27.925591
CCCC(C)(C)CCCOC1C(C(C(C(O1)CO)O)O)O,39.798713
CCCC(C)(C)CCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,57.951147580243386
CCCC(C)(C)CCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,58.731395
