SMILES,PMF,GGI10,ATSC7d,MATS1s,Xc-5d,AATS4d,GATS1dv,AATSC7s,BCUTs-1l,GATS2s,BCUTc-1l
CC(C)C(C)(C)CCOCCOCCOCCO,36.826085,0.06611570247933884,-0.6666666666666663,-0.1160016293764985,0.6969234250586759,1.5797101449275361,0.8667058132706991,0.05011007426697527,1.1347916445220088,1.1777314241743924,-0.41626739402338425
CC(C)C(C)(C)CC1=CC=C(C=C1)OCCO,19.549081,0.03305785123966942,-3.4253420582986327,-0.1472205925491347,0.6969234250586759,1.8267716535433072,0.745820831547364,0.004222250291330172,1.1351746168701973,0.886700093212267,-0.5221248456776013
CC(C)C(C)(C)CCOC1C(C(C(C(O1)CO)O)O)O,41.61389532251786,0.0,-6.71527777777778,-0.2032168320920755,1.1115957370107734,1.7757575757575759,0.8109314671814671,-0.19134254788935703,1.1347912206945154,0.927244790776317,-0.3945499657597874
CC(C)C(C)(C)CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,53.5269609539894,0.136312621161106,-18.529300567107747,-0.21581916786910849,1.465540694862638,2.1392405063291138,0.7977156807184274,-0.04474913824377063,1.1347911169031468,0.9623788335863656,-0.39546006708818343
CC(C)C(C)(C)CC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,53.449397,0.2548760330578512,-6.818845872899925,-0.11185327637786,0.8885617441021858,2.204761904761905,0.7230325949936971,-0.02958175122480285,1.13526807726815,0.9488864111865337,-0.4931443297128014
CCC(CC)CCCOCCOCCOCCO,31.127022,0.03305785123966942,-1.9999999999999991,-0.06841535599109966,0.0,1.8108108108108107,0.8755364806866954,-0.04036844135802473,1.217954604784848,1.21735264561817,-0.4162892962095605
CCC(CC)CCC1=CC=C(C=C1)OCCO,24.083592,0.03305785123966942,-4.11540749553837,-0.08587304979696518,0.0,2.03,0.7511312217194571,-0.11296876711031399,1.2181372145785894,0.9293045984646755,-0.5221246603387684
CCC(CC)CCCOC1C(C(C(C(O1)CO)O)O)O,41.35434861349077,0.0908070605040302,0.7847222222222214,-0.17628205128205135,0.4146723119520975,1.9855072463768115,0.8166249999999999,-0.2549937578027465,1.1540135860643974,0.9383870758870765,-0.39457689422529374
CCC(CC)CCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,52.6218019388636,0.14447505356596266,-9.920604914933838,-0.1981688204194313,0.768617269803962,2.323809523809524,0.8009440684004279,-0.06628970673712474,1.1531137667692202,0.9679231013728491,-0.39548018763747556
CCC(CC)CCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,60.013159,0.1722314049586777,-9.67056245434624,-0.09228806009679044,0.1916383190435099,2.4153005464480874,0.7243660418963614,-0.20144479198533258,1.1595849118212938,0.9576996482978262,-0.4931765058863944
